run_id,finding_id,car_id,car_chassis,car_display_name,car_slug,subcategory_id,subcategory_code,subcategory_name,realoem_diagram_id,realoem_diagram_url,realoem_part_count,our_part_count,parts_backfilled,status,inserted_part_numbers,created_at
36,53657,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220638,01_0029,"SUPPLEM. TO OWNER'S MANUAL, AUSTRALIA",01_0029,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0029,0,0,0,parser_drift,,2026-05-02T07:12:12.294Z
36,53658,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220642,01_0657,SUPPL. OWNER'S MANUAL OFFICIALS UTILITY,01_0657,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0657,1,0,1,backfilled,01492601458,2026-05-02T07:12:18.023Z
36,53659,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220641,01_0656,"SUPPLEMENT TO OWNER'S MANUAL, POLICE",01_0656,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0656,1,0,1,backfilled,01492601457,2026-05-02T07:12:27.417Z
36,53660,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220643,01_0691,"OWNER'S MANUAL E90, E91 W/O IDRIVE",01_0691,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0691,0,0,0,parser_drift,01492603671|01492603672,2026-05-02T07:12:29.658Z
36,53661,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220643,01_0691,"OWNER'S MANUAL E90, E91 W/O IDRIVE",01_0692,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0692,2,0,2,backfilled,01492603671|01492603672,2026-05-02T07:12:35.218Z
36,53662,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220644,01_0733,"BRIEF INSTRUCTIONS E90, E91, E92, E93",01_0733,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0733,0,0,0,parser_drift,,2026-05-02T07:12:38.817Z
36,53663,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220639,01_0302,UNIVERSAL BMW MOBILE PHONE PREPARAT.,01_0302,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0302,27,0,27,backfilled,01402601048|01402601034|01412601049|01412601035|01422601050|01422601036|01432601051|01432601037|01442601052|01442601038|01452601053|01452601039|01462601054|01462601040|01472601055|01472601041|01482601056|01482601042|01492601057|01492601059|01492601045|01492601058|01492601044|01492601061|01492601047|01492601060|01492601046,2026-05-02T07:12:40.818Z
36,53664,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220640,01_0606,"RADIO E81,E82,E87,E88, E90,E91,E92,E93",01_0606,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0606,30,0,30,backfilled,01400014381|01400014406|01410014382|01410014407|01420014383|01420014408|01430014384|01430014409|01430011730|01440014385|01440014410|01450014386|01450014411|01460014387|01460014412|01470014388|01470014413|01480014389|01480014414|01490014390|01490014415|01490014392|01490014417|01490014391|01490014416|01490014418|01492600658|01492600664|01492600657|01492600663,2026-05-02T07:12:43.718Z
36,53665,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220645,01_0743,BMW SERVICE MANUAL 2008 - 2011,01_0743,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0743,1,0,1,backfilled,01492602175,2026-05-02T07:12:44.904Z
36,53666,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220646,01_0756,MIRROR PLACARD,01_0756,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0756,2,0,2,backfilled,01400014423|01410014424,2026-05-02T07:12:44.942Z
36,53667,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220647,01_1139,BMW SERVICE MANUAL FROM MODEL YEAR 2012,01_1139,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_1139,0,0,0,parser_drift,,2026-05-02T07:12:49.017Z
36,53668,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220648,01_1304,LOGBOOK SLIPCASE BMW,01_1304,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_1304,1,0,1,backfilled,51927896863|01402608700|01492359744,2026-05-02T07:12:52.117Z
36,53669,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220649,01_1329,"VEHICLE DOCUMENT SLIPCASE, BMW, EMBOSSED",01_1329,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_1329,1,0,1,backfilled,01492359744,2026-05-02T07:12:53.317Z
36,53670,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220648,01_1304,LOGBOOK SLIPCASE BMW,01_1471,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_1471,1,1,1,backfilled,51927896863|01402608700|01492359744,2026-05-02T07:12:54.420Z
36,53671,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220650,01_1080,"FLYER, LICENSE TEXTS FOR BMW",01_1080,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_1080,0,0,0,parser_drift,,2026-05-02T07:13:01.118Z
36,53672,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220648,01_1304,LOGBOOK SLIPCASE BMW,01_1549,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_1549,1,2,1,backfilled,51927896863|01402608700|01492359744,2026-05-02T07:13:03.333Z
36,53673,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220652,01_0639,LABELS BMW,01_0639,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0639,3,0,3,backfilled,01309599190|01490390517|01309099980,2026-05-02T07:13:04.332Z
36,53674,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220654,01_0875,"SAMPLE CHART, UPHOLSTERY COLORS, LEATHER",01_0875,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0875,1,0,1,backfilled,51138888888,2026-05-02T07:13:10.822Z
36,53675,875,E90N,E90N 316d N47,e90n-316d-n47-51866,1220655,01_0876,"SAMPLE PAGE, UPHOLSTERY COLORS, FABRIC",01_0876,https://www.realoem.com/bmw/enUS/showparts?id=PR31-EUR-06-2009-E90N-BMW-316d&diagId=01_0876,1,0,1,backfilled,51138888888,2026-05-02T07:13:14.018Z
